,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,ocorrencia_tipo,aeronave_operador_categoria,aeronave_tipo_veiculo
5780,79520,ACIDENTE,MS,SSKG,2020-03-09,10:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5781,79528,INCIDENTE,AM,SBEG,2020-03-09,11:29:00,COM TREM DE POUSO,***,AVIÃO
5782,79525,INCIDENTE,MT,SBCY,2020-04-09,23:10:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5783,79531,INCIDENTE,SP,SDOI,2020-06-09,18:00:00,OPERAÇÕES NO SOLO,***,HELICÓPTERO
5784,79524,ACIDENTE,MG,SBBH,2020-07-09,21:26:00,EXCURSÃO DE PISTA,***,AVIÃO
5785,79534,INCIDENTE,PE,SBRF,2020-08-09,23:12:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5786,79536,ACIDENTE,RS,SSZR,2020-08-09,21:00:00,COLISÃO COM OBSTÁCULOS NO SOLO,***,AVIÃO
5787,79546,INCIDENTE,PR,SBBI,2020-09-09,16:20:00,CONTATO ANORMAL COM A PISTAA,***,AVIÃO
5788,79532,INCIDENTE,MT,SBCY,2020-10-09,12:53:00,ESTOURO DE PNEU,***,AVIÃO
5789,79532,INCIDENTE,MT,SBCY,2020-10-09,12:53:00,EXCURSÃO DE PISTA,***,AVIÃO
5790,79539,INCIDENTE,SP,SBKP,2020-10-09,23:40:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5791,79541,ACIDENTE,SP,****,2020-11-09,13:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5792,79544,ACIDENTE,MS,****,2020-11-09,00:00:00,INDETERMINADO,***,HELICÓPTERO
5793,79545,INCIDENTE,SC,****,2020-11-09,18:05:00,COM CARGAS EXTERNAS,***,HELICÓPTERO
5794,79540,INCIDENTE GRAVE,SP,****,2020-12-09,13:10:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5795,79542,ACIDENTE,SP,*****,2020-12-09,23:00:00,INDETERMINADO,***,AVIÃO
5796,79550,INCIDENTE GRAVE,PR,SBMG,2020-12-09,14:20:00,COM TREM DE POUSO,***,AVIÃO
5797,79537,INCIDENTE GRAVE,RJ,SDAG,2020-09-13,16:45:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5798,79538,INCIDENTE,RJ,9PSD,2020-09-13,14:40:00,COM TREM DE POUSO,***,HELICÓPTERO
5799,79556,INCIDENTE,RJ,SBRJ,2020-09-13,23:10:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,***
5800,79564,INCIDENTE GRAVE,AL,SNAL,2020-09-13,16:40:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
5801,79543,ACIDENTE,PA,###!,2020-09-14,20:00:00,POUSO LONGO,***,AVIÃO
5802,79547,ACIDENTE,GO,****,2020-09-16,14:40:00,FUMAÇA NA CABINE,***,AVIÃO
5803,79548,INCIDENTE,RJ,SBJR,2020-09-16,17:45:00,ESTOURO DE PNEU,***,AVIÃO
5804,79563,ACIDENTE,PR,****,2020-09-18,21:39:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5805,79552,INCIDENTE,RJ,****,2020-09-19,15:05:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,HELICÓPTERO
5806,79554,INCIDENTE,SP,SDCO,2020-09-19,14:20:00,ESTOURO DE PNEU,***,AVIÃO
5807,79559,ACIDENTE,SC,*****,2020-09-19,19:56:00,POUSO LONGO,***,AVIÃO
5808,79555,ACIDENTE,GO,SWFR,2020-09-20,18:44:00,PERDA DE CONTROLE EM VOO,***,PLANADOR
5809,79591,INCIDENTE,AM,SBEG,2020-09-20,18:50:00,FALHA DO MOTOR EM VOO,***,***
5810,79565,ACIDENTE,PA,****,2020-09-23,18:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5811,79587,INCIDENTE,MG,SBCF,2020-09-25,11:00:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5812,79586,INCIDENTE,AM,SBTF,2020-09-26,15:56:00,ESTOURO DE PNEU,***,AVIÃO
5813,79566,INCIDENTE GRAVE,SP,SDYJ,2020-09-27,19:33:00,COLISÃO COM AVE,***,***
5814,79571,INCIDENTE,DF,SBBR,2020-09-27,22:39:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5815,79570,INCIDENTE,SP,****,2020-09-29,18:30:00,POUSO EM LOCAL NÃO PREVISTO,***,PLANADOR
5816,79572,ACIDENTE,MT,****,2020-09-29,19:15:00,OPERAÇÃO A BAIXA ALTITUDE,***,AVIÃO
5817,79573,INCIDENTE,SP,****,2020-09-29,18:30:00,POUSO EM LOCAL NÃO PREVISTO,***,PLANADOR
5818,79568,ACIDENTE,MS,****,2020-09-30,10:50:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5819,79569,INCIDENTE,PR,SSOK,2020-09-30,13:15:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5820,79589,INCIDENTE GRAVE,CE,SBFZ,2020-09-30,17:26:00,TRÁFEGO AÉREO,***,AVIÃO
5821,79589,INCIDENTE GRAVE,CE,SBFZ,2020-09-30,17:26:00,TRÁFEGO AÉREO,***,AVIÃO
5822,79575,INCIDENTE,SP,SBSP,2020-01-10,20:05:00,ESTOURO DE PNEU,***,AVIÃO
5823,79580,ACIDENTE,SP,SBBP,2020-01-10,20:08:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5824,79574,ACIDENTE,MS,****,2020-02-10,09:20:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
5825,79577,INCIDENTE,CE,*****,2020-02-10,16:18:00,ESTOURO DE PNEU,***,AVIÃO
5826,79584,INCIDENTE,SP,SBKP,2020-02-10,19:02:00,FOGO/FUMAÇA (SEM IMPACTO),***,AVIÃO
5827,79588,INCIDENTE,SP,SBKP,2020-02-10,10:50:00,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,***,***
5828,79582,INCIDENTE,PR,SBLO,2020-03-10,16:35:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5829,79608,ACIDENTE,PA,****,2020-04-10,12:00:00,INDETERMINADO,***,AVIÃO
5830,79585,INCIDENTE,SP,SBMT,2020-06-10,15:25:00,ESTOURO DE PNEU,***,AVIÃO
5831,80006,ACIDENTE,GO,****,2020-06-10,18:00:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,HELICÓPTERO
5832,79592,INCIDENTE,SP,SBAU,2020-07-10,15:30:00,POUSO BRUSCO,***,AVIÃO
5833,79595,ACIDENTE,PR,SISY,2020-07-10,14:55:00,OPERAÇÃO A BAIXA ALTITUDE,***,HELICÓPTERO
5834,79595,ACIDENTE,PR,SISY,2020-07-10,14:55:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
5835,79599,ACIDENTE,MS,****,2020-08-10,16:00:00,FALHA DO MOTOR EM VOO,***,HELICÓPTERO
5836,79600,ACIDENTE,MT,****,2020-10-10,13:30:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
5837,79598,ACIDENTE,SP,****,2020-11-10,11:20:00,INDETERMINADO,***,***
5838,79609,INCIDENTE GRAVE,MT,****,2020-10-13,18:45:00,TRÁFEGO AÉREO,***,AVIÃO
5839,79609,INCIDENTE GRAVE,MT,****,2020-10-13,18:45:00,TRÁFEGO AÉREO,***,AVIÃO
5840,79601,INCIDENTE,SP,SBSJ,2020-10-14,12:06:00,ESTOURO DE PNEU,***,AVIÃO
5841,79728,INCIDENTE,SC,****,2020-10-14,13:59:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5842,79605,ACIDENTE,MT,SWPY,2020-10-15,15:40:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5843,79621,ACIDENTE,RJ,****,2020-10-15,11:00:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
5844,79606,INCIDENTE,AP,SBMQ,2020-10-16,17:45:00,ESTOURO DE PNEU,***,AVIÃO
5845,79618,INCIDENTE,RR,SWPD,2020-10-16,17:30:00,COLISÃO COM AVE,***,AVIÃO
5846,79619,ACIDENTE,AC,****,2020-10-16,20:00:00,COLISÃO COM FAUNA,***,AVIÃO
5847,79620,ACIDENTE,RS,****,2020-10-16,14:30:00,COLISÃO COM FAUNA,***,AVIÃO
5848,79620,ACIDENTE,RS,****,2020-10-16,14:30:00,EXCURSÃO DE PISTA,***,AVIÃO
5849,79620,ACIDENTE,RS,****,2020-10-16,14:30:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
5850,79607,ACIDENTE,MA,****,2020-10-17,12:30:00,FALHA DO MOTOR EM VOO,***,***
5851,79617,INCIDENTE,AM,SWLB,2020-10-19,12:39:00,EXCURSÃO DE PISTA,***,AVIÃO
5852,79617,INCIDENTE,AM,SWLB,2020-10-19,12:39:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5853,79624,INCIDENTE,RJ,SBGL,2020-10-19,19:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5854,79625,INCIDENTE GRAVE,PR,SBCA,2020-10-19,20:35:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
5855,79625,INCIDENTE GRAVE,PR,SBCA,2020-10-19,20:35:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5856,79623,INCIDENTE GRAVE,RS,SSKZ,2020-10-21,14:40:00,MANOBRA ABRUPTA,***,AVIÃO
5857,79626,INCIDENTE,PR,SBMG,2020-10-21,13:47:00,COM TREM DE POUSO,***,AVIÃO
5858,79632,INCIDENTE,AM,SBTT,2020-10-22,19:54:00,COLISÃO COM FAUNA,***,AVIÃO
5859,79627,ACIDENTE,SP,SDIH,2020-10-24,18:49:00,FALHA DO MOTOR EM VOO,***,ULTRALEVE
5860,79634,INCIDENTE,RJ,****,2020-10-26,15:57:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,HELICÓPTERO
5861,79637,INCIDENTE,SC,SBJV,2020-10-26,16:44:00,COLISÃO COM AVE,***,AVIÃO
5862,79639,INCIDENTE,SP,SBRP,2020-10-28,16:15:00,ESTOURO DE PNEU,***,AVIÃO
5863,79645,ACIDENTE,RR,****,2020-10-28,12:25:00,INDETERMINADO,***,AVIÃO
5864,79636,ACIDENTE,TO,****,2020-10-29,20:00:00,FALHA DO MOTOR EM VOO,***,ULTRALEVE
5865,79644,INCIDENTE,PA,SBJC,2020-10-29,19:28:00,ESTOURO DE PNEU,***,AVIÃO
5866,79640,ACIDENTE,MG,SSDK,2020-10-30,20:50:00,POUSO LONGO,***,AVIÃO
5867,79641,INCIDENTE GRAVE,CE,****,2020-10-30,15:45:00,COMBUSTÍVEL,***,ULTRALEVE
5868,79646,INCIDENTE,PA,SBBE,2020-10-30,12:17:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5869,79651,ACIDENTE,DF,SSGP,2020-10-30,14:00:00,EXCURSÃO DE PISTA,***,AVIÃO
5870,79651,ACIDENTE,DF,SSGP,2020-10-30,14:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5871,79651,ACIDENTE,DF,SSGP,2020-10-30,14:00:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
5872,79647,INCIDENTE,RS,SBPA,2020-01-11,18:20:00,COM TREM DE POUSO,***,AVIÃO
5873,79648,INCIDENTE,BA,SBPS,2020-04-11,16:18:00,ESTOURO DE PNEU,***,AVIÃO
5874,79649,INCIDENTE,SP,SBKP,2020-04-11,22:39:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5875,79650,INCIDENTE,RS,****,2020-05-11,16:30:00,MANOBRA ABRUPTA,***,AVIÃO
5876,79652,INCIDENTE,MG,SBCF,2020-06-11,14:20:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5877,79663,INCIDENTE GRAVE,PA,SBBE,2020-06-11,14:57:00,OUTROS,***,HELICÓPTERO
5878,79675,INCIDENTE,SC,****,2020-06-11,14:30:00,COM CARGAS EXTERNAS,***,HELICÓPTERO
5879,79664,INCIDENTE,SP,****,2020-07-11,09:39:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,***
5880,79874,ACIDENTE,PR,****,2020-08-11,21:00:00,INDETERMINADO,***,***
5881,79667,INCIDENTE,RJ,SBGL,2020-11-11,01:20:00,OUTROS,***,AVIÃO
5882,79681,INCIDENTE,SC,****,2020-11-11,17:00:00,OPERAÇÃO A BAIXA ALTITUDE,***,HELICÓPTERO
5883,79666,INCIDENTE,PA,SBBE,2020-12-11,19:30:00,ESTOURO DE PNEU,***,AVIÃO
5884,79674,INCIDENTE,RJ,SBGL,2020-11-13,06:39:00,ESTOURO DE PNEU,***,AVIÃO
5885,79674,INCIDENTE,RJ,SBGL,2020-11-13,06:39:00,PERDA DE COMPONENTE NO SOLO,***,AVIÃO
5886,79668,INCIDENTE,MA,SBSL,2020-11-14,12:12:00,COM PARA-BRISAS / JANELA / PORTA,***,***
5887,79669,ACIDENTE,SP,****,2020-11-14,14:20:00,INDETERMINADO,***,AVIÃO
5888,79670,INCIDENTE,BA,SBPS,2020-11-14,23:16:00,ESTOURO DE PNEU,***,AVIÃO
5889,79671,ACIDENTE,PR,****,2020-11-14,12:40:00,FALHA DO MOTOR EM VOO,***,ULTRALEVE
5890,79673,INCIDENTE,RJ,SBGL,2020-11-15,22:52:00,CORTANTE DE VENTO / TEMPESTADE,***,AVIÃO
5891,79673,INCIDENTE,RJ,SBGL,2020-11-15,22:52:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5892,79680,INCIDENTE,SC,SBFL,2020-11-15,01:40:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5893,79672,INCIDENTE,PE,SIFC,2020-11-16,10:50:00,ESTOURO DE PNEU,***,***
5894,79672,INCIDENTE,PE,SIFC,2020-11-16,10:50:00,FALHA DO MOTOR NO SOLO,***,***
5895,79678,ACIDENTE,MT,****,2020-11-16,14:15:00,INDETERMINADO,***,***
5896,79683,INCIDENTE,AC,SBCZ,2020-11-16,22:00:00,ESTOURO DE PNEU,***,AVIÃO
5897,79679,INCIDENTE,SP,SBGR,2020-11-17,16:00:00,COM PARA-BRISAS / JANELA / PORTA,***,AVIÃO
5898,79684,INCIDENTE,RS,SBPA,2020-11-17,20:18:00,ESTOURO DE PNEU,***,AVIÃO
5899,79730,INCIDENTE,SP,****,2020-11-17,16:00:00,COM PARA-BRISAS / JANELA / PORTA,***,AVIÃO
5900,79685,ACIDENTE,PA,*****,2020-11-19,15:00:00,AERONAVE ATINGIDA POR OBJETO,***,AVIÃO
5901,79687,INCIDENTE,PA,SBIH,2020-11-19,17:26:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5902,79700,INCIDENTE,DF,SBBR,2020-11-20,00:15:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5903,79689,INCIDENTE,MT,*****,2020-11-23,16:30:00,POUSO LONGO,***,AVIÃO
5904,79698,INCIDENTE,AL,SBMO,2020-11-23,10:35:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5905,79706,INCIDENTE,MG,SBPR,2020-11-23,14:00:00,ESTOURO DE PNEU,***,AVIÃO
5906,79690,INCIDENTE GRAVE,TO,SWEJ,2020-11-24,20:00:00,COM TREM DE POUSO,***,AVIÃO
5907,79709,INCIDENTE,AM,SBEG,2020-11-24,01:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5908,79688,INCIDENTE,MG,SNAS,2020-11-25,15:40:00,ESTOURO DE PNEU,***,AVIÃO
5909,79704,INCIDENTE,RJ,SBGL,2020-11-25,13:07:00,OPERAÇÕES NO SOLO,***,***
5910,79691,INCIDENTE GRAVE,MG,SBBH,2020-11-26,20:10:00,FALHA DO MOTOR EM VOO,***,ULTRALEVE
5911,79694,INCIDENTE,DF,SBBR,2020-11-26,10:28:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5912,79692,ACIDENTE,SP,SDCD,2020-11-28,12:50:00,POUSO LONGO,***,AVIÃO
5913,79703,INCIDENTE,PB,SBJP,2020-11-28,16:00:00,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,***,AVIÃO
5914,79696,INCIDENTE GRAVE,GO,****,2020-11-29,10:00:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
5915,79697,ACIDENTE,MT,****,2020-11-30,18:00:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
5916,79699,INCIDENTE,SP,SBGR,2020-11-30,17:00:00,COM PARA-BRISAS / JANELA / PORTA,***,AVIÃO
5917,79750,INCIDENTE,GO,SBNV,2020-01-12,11:30:00,ESTOURO DE PNEU,***,AVIÃO
5918,79701,ACIDENTE,PR,****,2020-02-12,16:35:00,FALHA DO MOTOR EM VOO,***,HELICÓPTERO
5919,79702,INCIDENTE,RJ,SBGL,2020-02-12,16:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5920,79739,INCIDENTE GRAVE,SP,SBSP,2020-03-12,14:42:00,INCURSÃO EM PISTA,***,AVIÃO
5921,79739,INCIDENTE GRAVE,SP,SBSP,2020-03-12,14:42:00,INCURSÃO EM PISTA,***,AVIÃO
5922,79705,INCIDENTE GRAVE,SP,SDCO,2020-04-12,15:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5923,79707,INCIDENTE,RJ,SBRJ,2020-05-12,12:25:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5924,79712,INCIDENTE GRAVE,PI,****,2020-06-12,11:00:00,EXCURSÃO DE PISTA,***,AVIÃO
5925,79712,INCIDENTE GRAVE,PI,****,2020-06-12,11:00:00,POUSO BRUSCO,***,AVIÃO
5926,79713,ACIDENTE,RS,****,2020-06-12,13:30:00,PANE SECA,***,AVIÃO
5927,79711,INCIDENTE,RO,SBPV,2020-08-12,04:23:00,COLISÃO COM AVE,***,AVIÃO
5928,79714,INCIDENTE,RJ,9PAA,2020-08-12,14:50:00,VAZAMENTO DE OUTROS FLUIDOS,***,HELICÓPTERO
5929,79717,ACIDENTE,MT,****,2020-08-12,17:00:00,OPERAÇÃO A BAIXA ALTITUDE,***,AVIÃO
5930,79725,INCIDENTE,PR,SBLO,2020-08-12,18:55:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5931,79716,INCIDENTE GRAVE,MS,****,2020-09-12,19:50:00,OPERAÇÃO A BAIXA ALTITUDE,***,AVIÃO
5932,79720,ACIDENTE,RS,****,2020-09-12,21:30:00,PANE SECA,***,AVIÃO
5933,79718,INCIDENTE GRAVE,SP,SBMT,2020-11-12,13:50:00,EXCURSÃO DE PISTA,***,AVIÃO
5934,79724,ACIDENTE,RJ,****,2020-11-12,21:15:00,COLISÃO EM VOO COM OBSTÁCULO,***,HELICÓPTERO
5935,79719,ACIDENTE,MS,****,2020-12-12,18:00:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5936,79722,INCIDENTE GRAVE,MG,****,2020-12-12,17:22:00,PANE SECA,***,AVIÃO
5937,79723,ACIDENTE,PR,SSUL,2020-12-13,16:15:00,FALHA DO MOTOR EM VOO,***,ULTRALEVE
5938,79726,INCIDENTE GRAVE,MG,SBPR,2020-12-13,13:41:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5939,79729,ACIDENTE,PA,****,2020-12-15,20:00:00,POUSO EM LOCAL NÃO PREVISTO,***,AVIÃO
5940,79738,INCIDENTE,GO,*****,2020-12-16,20:30:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
5941,79737,INCIDENTE,MG,SBBH,2020-12-17,17:13:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5942,79740,INCIDENTE,AL,SBMO,2020-12-17,14:26:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5943,79741,INCIDENTE,MG,SBBH,2020-12-18,22:57:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5944,79742,ACIDENTE,GO,****,2020-12-18,14:00:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5945,79743,ACIDENTE,GO,****,2020-12-18,13:00:00,VOO CONTROLADO CONTRA O TERRENO,***,AVIÃO
5946,79744,INCIDENTE,MG,SBCF,2020-12-18,02:34:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5947,79752,INCIDENTE,BA,****,2020-12-19,15:30:00,COLISÃO COM AVE,***,AVIÃO
5948,79785,INCIDENTE,AM,SBEG,2020-12-19,12:37:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5949,79746,INCIDENTE,AM,SWFN,2020-12-20,20:40:00,COLISÃO COM AVE,***,AVIÃO
5950,79745,INCIDENTE,PA,SBMA,2020-12-21,08:47:00,COLISÃO COM AVE,***,***
5951,79759,INCIDENTE,RS,SBPA,2020-12-21,23:14:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5952,79766,INCIDENTE GRAVE,MG,SBJF,2020-12-21,16:20:00,COM TREM DE POUSO,***,AVIÃO
5953,79766,INCIDENTE GRAVE,MG,SBJF,2020-12-21,16:20:00,EXCURSÃO DE PISTA,***,AVIÃO
5954,79799,INCIDENTE,RS,****,2020-12-21,13:30:00,EXCURSÃO DE PISTA,***,AVIÃO
5955,79776,ACIDENTE,MG,SBUL,2020-12-22,21:21:00,EXCURSÃO DE PISTA,***,AVIÃO
5956,79748,ACIDENTE,RS,####,2020-12-23,13:30:00,EXCURSÃO DE PISTA,***,AVIÃO
5957,79787,INCIDENTE,CE,SBFZ,2020-12-23,18:30:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5958,79749,ACIDENTE,PA,****,2020-12-26,12:05:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5959,79751,ACIDENTE,PR,SSXO,2020-12-27,12:30:00,EXCURSÃO DE PISTA,***,***
5960,79754,INCIDENTE GRAVE,MT,****,2020-12-28,13:00:00,EXCURSÃO DE PISTA,***,AVIÃO
5961,79754,INCIDENTE GRAVE,MT,****,2020-12-28,13:00:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
5962,79800,INCIDENTE,SP,SBMT,2020-12-28,10:15:00,COM TREM DE POUSO,***,AVIÃO
5963,79824,ACIDENTE,MG,SNRP,2020-12-28,17:00:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
5964,79753,INCIDENTE GRAVE,GO,****,2020-12-29,12:00:00,EXCURSÃO DE PISTA,***,AVIÃO
5965,79755,ACIDENTE,PR,****,2020-12-29,10:30:00,INDETERMINADO,***,AVIÃO
5966,79769,INCIDENTE GRAVE,AC,SIMB,2020-12-29,18:30:00,COM TREM DE POUSO,***,AVIÃO
5967,79769,INCIDENTE GRAVE,AC,SIMB,2020-12-29,18:30:00,EXCURSÃO DE PISTA,***,AVIÃO
5968,79804,INCIDENTE,SP,SBKP,2020-12-29,19:00:00,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,***,***
5969,79757,INCIDENTE GRAVE,TO,****,2020-12-30,18:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5970,79802,INCIDENTE,RJ,SBGL,2020-12-30,00:54:00,VAZAMENTO DE OUTROS FLUIDOS,***,AVIÃO
5971,79756,INCIDENTE GRAVE,MS,****,2020-12-31,09:00:00,POUSO EM LOCAL NÃO PREVISTO,***,AVIÃO
5972,79844,INCIDENTE,RJ,SBJR,2020-12-31,13:24:00,FALHA DO MOTOR EM VOO,***,HELICÓPTERO
5973,79758,INCIDENTE,SP,****,2021-02-01,18:30:00,COLISÃO COM AVE,***,HELICÓPTERO
5974,79949,ACIDENTE,MG,SNDT,2021-02-01,11:51:00,POUSO LONGO,***,AVIÃO
5975,79786,INCIDENTE,PB,****,2021-03-01,13:58:00,COM TREM DE POUSO,***,AVIÃO
5976,79770,INCIDENTE,MT,SBCY,2021-04-01,15:03:00,ESTOURO DE PNEU,***,AVIÃO
5977,79808,INCIDENTE,MG,SBCF,2021-04-01,13:50:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5978,79798,ACIDENTE,SP,****,2021-05-01,20:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5979,79823,ACIDENTE,RR,****,2021-05-01,20:07:00,VOO CONTROLADO CONTRA O TERRENO,***,HELICÓPTERO
5980,79784,INCIDENTE,MS,SSKG,2021-06-01,11:48:00,COLISÃO COM AVE,***,AVIÃO
5981,79803,INCIDENTE,RR,SBBV,2021-06-01,21:41:00,OUTROS,***,AVIÃO
5982,79809,INCIDENTE,SP,SBGR,2021-06-01,12:48:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,***
5983,79811,ACIDENTE,ES,SIVU,2021-06-01,13:50:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
5984,79814,ACIDENTE,MG,SNDV,2021-06-01,14:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5985,79801,INCIDENTE GRAVE,RR,SWPD,2021-07-01,12:35:00,POUSO SEM TREM,***,AVIÃO
5986,79805,INCIDENTE,SP,SBGR,2021-07-01,02:05:00,COLISÃO COM FAUNA,***,AVIÃO
5987,79865,INCIDENTE,MG,SBGV,2021-07-01,15:31:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5988,79812,INCIDENTE,MS,SBCG,2021-08-01,13:12:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5989,79841,INCIDENTE,MG,SBBH,2021-08-01,14:05:00,COM TREM DE POUSO,***,AVIÃO
5990,79850,INCIDENTE,CE,SBFZ,2021-09-01,11:00:00,CONTATO ANORMAL COM A PISTAA,***,HELICÓPTERO
5991,79810,INCIDENTE GRAVE,SC,SSCK,2021-10-01,13:00:00,FALHA DO MOTOR EM VOO,***,AVIÃO
5992,79821,INCIDENTE,PA,SBSN,2021-10-01,03:26:00,COLISÃO COM AVE,***,AVIÃO
5993,79816,INCIDENTE,SP,SBGR,2021-11-01,11:50:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,***
5994,79818,ACIDENTE,MT,SWEK,2021-01-13,20:00:00,EXCURSÃO DE PISTA,***,AVIÃO
5995,79818,ACIDENTE,MT,SWEK,2021-01-13,20:00:00,POUSO BRUSCO,***,AVIÃO
5996,79819,INCIDENTE GRAVE,MS,SSIE,2021-01-14,20:00:00,POUSO SEM TREM,***,AVIÃO
5997,79820,INCIDENTE,MG,SJLY,2021-01-14,09:27:00,OUTROS,***,HELICÓPTERO
5998,79822,INCIDENTE,MG,SBUL,2021-01-14,22:40:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
5999,79830,INCIDENTE,MG,SJLY,2021-01-14,09:27:00,OUTROS,***,HELICÓPTERO
